"progress","duration","qualtrics_id","ID","doi","d_filter","d_synth","c_filter","comments","cr.1","cr.1.1","cr.1.2","cr.3","cr.3.text","cr.4","cr.4.text","cr.f.1","cr.f.2","cr.f.1.1","cr.a.1","cr.a.2","cr.i.1","cr.i.2","cr.i.3","cr.i.4","cr.r.1","cr.r.2","cr.r.3","cr.r.1.1","dr.1","dr.1.1","dr.1.2","dr.1.2.1","dr.2","dr.2.1","dr.f.1","dr.f.2","dr.f.3","dr.f.1.1","dr.a.1","dr.a.2","dr.i.1","dr.i.2","dr.r.1","dr.r.2","dr.r.3","dr.r.1.1","pre.post","year_after_policy","reproducibility_rating"
100,597,"R_7M6zZYQHfBniDZs",151,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2170380","Yes","Yes","Yes","","Yes","Figshare","https://mapas.ibge.gov.br/","","","Yes","","Yes","Yes","https://mapas.ibge.gov.br/","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","Not Specified","Yes","https://doi.org/10.6084/m9.figshare.19166327","","","Yes","https://mapas.ibge.gov.br/","Yes","Yes","Yes","https://mapas.ibge.gov.br/","Yes","Yes","Yes","Yes","Unclear","Yes","Unclear","","post-policy",3,4
100,443,"R_7aS3kBeFuTcjVK9",152,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2190371","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","Not Specified","Yes","https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/online_resource/Fast_optimization_for_large_scale_logistics_in_complex_urban_systems_using_the_hybrid_sparrow_search_algorithm/19289150",NA,"No",NA,NA,"Unclear","Yes","Unclear","","post-policy",3,1
100,140,"R_7rrAJ5Jg1SLsrGw",153,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2192122","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/NWM_GWR_code_and_data_rar/21299253/4?file=39558514","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/NWM_GWR_code_and_data_rar/21299253/4?file=39558514","","","Yes","https://figshare.com/articles/dataset/NWM_GWR_code_and_data_rar/21299253/4?file=39558514","Yes","Yes","No","https://figshare.com/articles/dataset/NWM_GWR_code_and_data_rar/21299253/4?file=39558514","Yes","Unclear","Yes","Yes","No","Yes","No","","post-policy",3,4
100,107,"R_7QQq23vps77r7Dv",154,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2186412","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/A_methodology_to_quantify_the_neighborhood_decay_effect_of_urban_cellular_automata_models/20741410?file=38391860","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/A_methodology_to_quantify_the_neighborhood_decay_effect_of_urban_cellular_automata_models/20741410?file=38391860","Yes","Yes","Yes","Unclear","Unclear","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/A_methodology_to_quantify_the_neighborhood_decay_effect_of_urban_cellular_automata_models/20741410?file=38391860","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/A_methodology_to_quantify_the_neighborhood_decay_effect_of_urban_cellular_automata_models/20741410?file=38391860",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,129,"R_73ZPkwtv4U5a00h",155,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2190374","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Polygon_vector_map_distortion_for_increasing_the_readability_of_one-to-many_flow_maps_data_and_codes/21501999","","","Yes","","Yes","Yes","https://figshare.com/articles/software/Polygon_vector_map_distortion_for_increasing_the_readability_of_one-to-many_flow_maps_data_and_codes/21501999","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://figshare.com/articles/software/Polygon_vector_map_distortion_for_increasing_the_readability_of_one-to-many_flow_maps_data_and_codes/21501999","","","Yes","https://figshare.com/articles/software/Polygon_vector_map_distortion_for_increasing_the_readability_of_one-to-many_flow_maps_data_and_codes/21501999","Yes","Yes","Yes","https://figshare.com/articles/software/Polygon_vector_map_distortion_for_increasing_the_readability_of_one-to-many_flow_maps_data_and_codes/21501999","Yes","Unclear","Yes","Yes","Unclear","Yes","No","","post-policy",3,4
100,137,"R_7PPo1J7QcIHhlzr",156,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2169923","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Improving_locational_decision_making_a_heuristic_that_optimizes_access_and_coverage/21875520/1","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/Improving_locational_decision_making_a_heuristic_that_optimizes_access_and_coverage/21875520/1","Yes","Yes","Yes","Unclear","No","No","No","Yes","Unclear","Not Specified","Yes","https://figshare.com/articles/dataset/Improving_locational_decision_making_a_heuristic_that_optimizes_access_and_coverage/21875520/1","","","Yes","https://figshare.com/articles/dataset/Improving_locational_decision_making_a_heuristic_that_optimizes_access_and_coverage/21875520/1","Yes","Yes","Yes","https://figshare.com/articles/dataset/Improving_locational_decision_making_a_heuristic_that_optimizes_access_and_coverage/21875520/1","Yes","Unclear","Yes","Yes","No","Yes","No","","post-policy",3,4
100,155,"R_7nOiyaNgQZ9VqJJ",158,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178002","Yes","Yes","Yes","","Partial, some code cannot be accessed","Figshare","https://figshare.com/articles/journal_contribution/Transform_paper-based_cadastral_data_into_digital_systems_using_GIS_and_end-to-end_deep_learning_techniques/20689459","Unethical due to privacy concerns","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/journal_contribution/Transform_paper-based_cadastral_data_into_digital_systems_using_GIS_and_end-to-end_deep_learning_techniques/20689459","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","Not Specified","Partial, some data cannot be accessed","https://figshare.com/articles/journal_contribution/Transform_paper-based_cadastral_data_into_digital_systems_using_GIS_and_end-to-end_deep_learning_techniques/20689459","Unethical due to privacy concerns","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/journal_contribution/Transform_paper-based_cadastral_data_into_digital_systems_using_GIS_and_end-to-end_deep_learning_techniques/20689459",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,0
100,125,"R_7q5qr9DerDmHyWl",159,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178653","Yes","Yes","Yes","","Partial, some code cannot be accessed","Figshare","https://figshare.com/articles/software/Data_and_Code_zip/21511923?file=38127954","Limited by data contract","","No","","Yes","Yes","https://figshare.com/articles/software/Data_and_Code_zip/21511923?file=38127954","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","CC0","Partial, some data cannot be accessed","https://figshare.com/articles/software/Data_and_Code_zip/21511923?file=38127954","Limited by data contract","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/software/Data_and_Code_zip/21511923?file=38127954",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,0
100,254,"R_7CIqBNpOWeK29Zn",161,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178001","Yes","Yes","Yes","","Yes","Figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178001","","","Unclear, specify why","Only key steps are presented.","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178001","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","MIT License","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178001","","","No",NA,"Yes","Yes",NA,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2178001",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,210,"R_7dVXoWig9cl5hUV",163,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2180801","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.22047824","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.22047824","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.22047824","","","No",NA,"Yes","Unclear",NA,"",NA,"No",NA,NA,"Unclear","Yes","No","","post-policy",3,1
100,189,"R_7wgbZxcWaxmjWPN",164,"https://www.tandfonline.com/doi/full/10.1080/13658816.2023.2183959","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.22118468","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.22118468","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.22118468","","","Yes","https://doi.org/10.6084/m9.figshare.22118468","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.22118468","Yes","Unclear","Yes","Yes","Unclear","Yes","No","","post-policy",3,4
100,149,"R_7dtszBI9gttaCG3",165,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2133125","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/journal_contribution/Transformer_based_named_entity_recognition_for_place_name_extraction_from_unstructured_text/13415255/1","","","Yes","","Yes","Yes","https://figshare.com/articles/journal_contribution/Transformer_based_named_entity_recognition_for_place_name_extraction_from_unstructured_text/13415255/1","Yes","Yes","Yes","Yes","Yes","Yes","Unclear","Yes","Yes","CC BY 4.0","Yes","https://figshare.com/articles/journal_contribution/Transformer_based_named_entity_recognition_for_place_name_extraction_from_unstructured_text/13415255/1","","","Yes","https://figshare.com/articles/journal_contribution/Transformer_based_named_entity_recognition_for_place_name_extraction_from_unstructured_text/13415255/1","Yes","Yes","Yes","https://figshare.com/articles/journal_contribution/Transformer_based_named_entity_recognition_for_place_name_extraction_from_unstructured_text/13415255/1","Yes","Unclear","Yes","Yes","Unclear","Yes","No","","post-policy",3,5
100,661,"R_3dRccbGdLThQrMh",166,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2137879","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.19407614.v1","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.19407614.v1","Yes","Yes","No","No","Yes","No","Yes","Unclear","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/online_resource/BiFlowCluster/19407614/1?file=36867084","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.19407614.v1",NA,NA,NA,NA,"Yes","Unclear","Yes","CC BY 4.0","post-policy",3,1
100,300,"R_32A1JiFcZ28kNYc",168,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2141751","Yes","No","Yes","Code appears to be an export from QGIS","Yes","Figshare","https://doi.org/10.6084/m9.figshare.20103140.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.20103140.v1","Yes","No","Unclear","Unclear","No","No","Yes","No","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.20103140.v1","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.20103140.v1",NA,NA,NA,NA,"Yes","No","No","CC BY 4.0","post-policy",3,1
100,514,"R_3WvOWqouFGPDP5s",169,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143504","Yes","Yes","Yes","Synthetic data derived from code, so no metadata for data itself","Yes","Figshare","https://doi.org/10.6084/m9.figshare.17284877.v2","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.17284877.v2","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Unclear","CC0","Yes","https://doi.org/10.6084/m9.figshare.17284877.v2","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.17284877.v2",NA,NA,NA,NA,"Yes","No","Yes","CC0","post-policy",3,1
100,421,"R_3RWiZ8TCWJ8qVHw",170,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143503","Yes","No","Yes","Project-level metadata describes code implementation. Many files in many folders make it difficult to put things together.","Yes","Figshare","https://doi.org/10.6084/m9.figshare.16778287.v2","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.16778287.v2","Yes","Unclear","Unclear","Unclear","Unclear","No","Yes","Unclear","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.16778287.v2","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.16778287.v2",NA,NA,NA,NA,"Yes","No","No","https://doi.org/10.6084/m9.figshare.16778287.v2","post-policy",3,1
100,389,"R_3GNH3iNsn9OW4Y9",171,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2158190","Yes","No","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.20218862.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.20218862.v1","Yes","Yes","Yes","Yes","Yes","No","Yes","Unclear","Unclear","CC0","Yes","https://doi.org/10.6084/m9.figshare.20218862.v1","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.20218862.v1",NA,NA,NA,NA,"Yes","No","No","CC0","post-policy",3,1
100,254,"R_7ftPdk5sZJ2RZLz",173,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2146120","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.19642575","","","Unclear, specify why","Only key steps are presented.","Yes","Yes","https://doi.org/10.6084/m9.figshare.19642575","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.19642575","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.19642575",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,329,"R_7Yw5JMlp9POMmSB",174,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2125972","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/usapop2017_rar/18828092","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/software/usapop2017_rar/18828092","Yes","Yes","Yes","Yes","Unclear","No","Unclear","No","No","CC BY 4.0","Yes","https://figshare.com/articles/software/usapop2017_rar/18828092","","","No",NA,"Yes","No",NA,"",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,431,"R_7YXlFqsKrVrMvPC",175,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2128192","Yes","Yes","Yes","","Yes","Figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2128192","","","Unclear, specify why","Only key steps are presented.","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2128192","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","No","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2128192","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2128192","Yes","Unclear","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2128192","Yes","Unclear","Yes","Yes","No","Yes","No","","post-policy",3,4
100,910,"R_3yfTshT5Ab88nte",177,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2147530","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/GHM_code_data/19604245?file=36840150","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/GHM_code_data/19604245?file=36840150","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/GHM_code_data/19604245?file=36840150","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/GHM_code_data/19604245?file=36840150",NA,"Yes",NA,NA,"No","Yes","No","","post-policy",3,1
100,661,"R_3YABzYElJVET24F",179,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2155654","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.19521760.","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.19521760.","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2155654","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.19521760.",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,378,"R_3TvN6d24CdLkxHd",181,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131790","Yes","Yes","Yes","","Yes","Figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131790","","","Unclear, specify why","not enough steps and workflows provided. ","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131790","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131790","","","No",NA,"Yes","Yes",NA,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131790",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,193,"R_3e2TEox11GwMCqu",182,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143505","Yes","Yes","Yes","","Yes","Figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143505","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143505","Yes","Yes","","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143505","","","No",NA,"Yes","Yes",NA,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2143505",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,292,"R_3Zz0Dyr9tgLdDvH",183,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2119476","Yes","Yes","Yes","","Yes","Figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2119476","","","Unclear, specify why","not enough work flow to understand the process. ","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2119476","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","No","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2119476","","","No",NA,"Yes","Yes",NA,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2119476",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,241,"R_3aXCA7ddhIcpIZq",184,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2077947","Yes","Yes","Yes","","Yes","Figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2077947","","","Yes","","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2077947","Yes","No","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2077947","","","No",NA,"Yes","Yes",NA,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2077947",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
100,308,"R_3uQyjNGCqwVGKLf",185,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2117363","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/BHM_code_and_data/18462065","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/BHM_code_and_data/18462065","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","CC BY 4.0","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2117363","","","No",NA,"Yes","Yes",NA,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2117363",NA,"No",NA,NA,"No","Yes","No","","post-policy",3,1
