"progress","duration","qualtrics_id","ID","doi","d_filter","d_synth","c_filter","comments","cr.1","cr.1.1","cr.1.2","cr.3","cr.3.text","cr.4","cr.4.text","cr.f.1","cr.f.2","cr.f.1.1","cr.a.1","cr.a.2","cr.i.1","cr.i.2","cr.i.3","cr.i.4","cr.r.1","cr.r.2","cr.r.3","cr.r.1.1","dr.1","dr.1.1","dr.1.2","dr.1.2.1","dr.2","dr.2.1","dr.f.1","dr.f.2","dr.f.3","dr.f.1.1","dr.a.1","dr.a.2","dr.i.1","dr.i.2","dr.r.1","dr.r.2","dr.r.3","dr.r.1.1","pre.post","year_after_policy","reproducibility_rating"
100,551,"R_3O8K1up4Nc0fGmF",273,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1987441","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","","","Unclear, specify why","There is no doc describing the steps to run the code. No metadata. The data/code link provided in the link has some texts, it is repetition of the paper or abstract. This sometimes happen in the link provided. ","Yes","Yes","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,619,"R_3EihIrJSsy7FGtW",274,"274","Yes","Yes","Yes","The info wrote in readme is not organized. ","Yes","Figshare","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","Yes","Yes","Yes","No","No","No","Unclear","Unclear","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,401,"R_3ND15OFoTFZ7aUq",276,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1946542","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25755650","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25755650","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25756940","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25755650",NA,"No",NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,220,"R_3CKnHKRV5h4VmWa",279,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1934476","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","MIT","Yes","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,687,"R_3Rpv1PNeP6lJEPV",280,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1873998","Yes","Yes","Yes","The doc has detailed flowchart and indicate computing software but no license explicitely listed. ","Yes","Figshare","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823",NA,"No",NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,621,"R_31isNVUHoxAo1TD",281,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1885675","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,361,"R_3JWmOWW0IE3mJ7b",282,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1863411","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/code_and_data_zip/12592349/1?file=23572487","","","Unclear, specify why","There is one line indicating lineage information: Note that we implemented muxLib.R as a derivate of the MuxNetLib authored by De Domenico et al. (Citation2015) who are not affiliated with the manuscript.","Yes","Yes","Note that we implemented muxLib.R as a derivate of the MuxNetLib authored by De Domenico et al. (Citation2015) who are not affiliated with the manuscript.","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/code_and_data_zip/12592349/1?file=23572487","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/code_and_data_zip/12592349/1?file=23572487",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,441,"R_39bBfFaCu6Jx3kB",284,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1899184","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","","","Unclear, specify why","There are decisions to make when running the ML code, especially for choosing training samples.","Yes","Yes","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/software/SNN_flow/14123960?file=26634386",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,740,"R_3fkRbGIyNnr9pGV",286,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1893323#d1e2011","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","Unclear, specify why","No instructions of the running of the file. ","Yes","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","Yes","No","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","No","Yes","No","Unclear","Yes","No","","post-policy",2,4
100,273,"R_3pSHFXwhFQQsUgu",287,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1902530","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","Unclear, specify why","No instructions, metadata is provided. ","Yes","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,360,"R_36gwZuR3r3Wipy1",288,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1852475","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","","","Unclear, specify why","some files are not in english, might not be compatible with some users environment. ","Yes","Yes","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,358,"R_3FXbOBTkOln3UF4",289,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1876236","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,1070,"R_3CE28JszVpechnJ",290,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1931873","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Gentrification_Index_R_code_and_dependent_files_zip/11861229?file=27966189","","","Unclear, specify why","Not enough instructions of files. ","Yes","Yes","https://figshare.com/articles/software/Gentrification_Index_R_code_and_dependent_files_zip/11861229?file=27966189","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Not Specified","Yes","https://figshare.com/articles/dataset/Data_for_New_York_City_Index_of_Gentrification/11862090?file=27926934","","","Yes","https://figshare.com/articles/dataset/Data_for_New_York_City_Index_of_Gentrification/11862090?file=27926934","Yes","Yes","No","https://figshare.com/articles/dataset/Data_for_New_York_City_Index_of_Gentrification/11862090?file=27926934","Yes","No","No","No","No","Yes","No","","post-policy",2,3
100,555,"R_3rHAw3JyGnUpLEJ",291,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1931237#ack","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1?file=25891644","","","Yes,Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1?file=25891644","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1?file=25891644",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,1743,"R_3CWnb6p1Y5RiXDR",294,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1912347","Yes","Yes","Yes","The documents of the paper is organized, one reason that it might not be fully reproduced is the uncertainty in different research steps. ","Yes","Figshare","https://figshare.com/articles/dataset/Prediction_of_human_activity_intensity_using_the_interactions_in_physical_and_social_spaces_through_graph_convolutional_networks/11829306/1?file=21652182","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/Prediction_of_human_activity_intensity_using_the_interactions_in_physical_and_social_spaces_through_graph_convolutional_networks/11829306/1?file=21652182","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.11829306.v1","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1912347#d1e3717","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.11829306.v1","Yes","Yes","Yes","Yes","No","Yes","No","","post-policy",2,4
100,326,"R_35Tt4IIASNSKwa0",296,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1931236","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","Yes","Yes","Yes","Yes","No","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/software/Decentralized_geoprivacy_leveraging_social_trust_on_the_distributed_web/12816164/1",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,288,"R_3rVnifqQ35yLAWG",298,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1919307","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","","","Unclear, specify why","No instructions presented.","Yes","Yes","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","Yes","Yes","Yes","Yes","No","No","No","Yes","No","CC BY 4.0","Yes","https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/journal_contribution/A_shortest_path-aided_label-setting_map_matching_algorithm_for_offline_applications/12800129/1?file=27387617",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,2200,"R_3I9Sl3BQvTKRsxF",301,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1862126","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Applying_frequent-pattern_mining_and_time_geography_to_impute_gaps_in_smartphone-based_human-movement_data/12016341?file=22078479","","","Unclear, specify why","No instructions on how to run the files.","Yes","Yes","https://figshare.com/articles/dataset/Applying_frequent-pattern_mining_and_time_geography_to_impute_gaps_in_smartphone-based_human-movement_data/12016341?file=22078479","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","CC BY 4.0","Partial, some data cannot be accessed","https://doi.org/10.6084/m9.figshare.12016341","Unethical due to privacy concerns,Other, please specify","All participants’ trajectory data cannot be made publicly available due to confidentiality agreements with Swiss Federal Railways SBB.","Yes","All participants’ trajectory data cannot be made publicly available due to confidentiality agreements with Swiss Federal Railways SBB.","Yes","Yes","No","https://figshare.com/articles/dataset/Applying_frequent-pattern_mining_and_time_geography_to_impute_gaps_in_smartphone-based_human-movement_data/12016341?file=22078479","Yes","Unclear","Yes","No","No","Yes","No","","post-policy",2,0
100,404,"R_3PpnED7VUXgnoTh",302,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1912348","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","","","Yes","","Yes","Yes","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","CC BY 4.0","Partial, some data cannot be accessed","https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607","Unethical due to privacy concerns","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/software/Simulation_Data_and_Codes_for_UGTWR_and_MUGTWR_in_IJGIS-2020-0132/12057834?file=26236607",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,0
100,377,"R_3dSlWSE5wWTkXwk",306,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1869746","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/BTM_and_Distinguish/11352590/3",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,408,"R_3DZvS2wIlo75Y8F",309,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1895170","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=26360740","","","Yes","","Yes","Yes","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=26360740","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","GPL  ","Yes","https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=24981428","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/What_you_see_is_what_you_get_Delineating_the_urban_jobs-housing_spatial_distribution_at_a_parcel_scale_by_using_street_view_imagery/12960212?file=26360740",NA,"No",NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,566,"R_1PSwz71B9s455UT",311,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1871910","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.c.4973372","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.c.4973372","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Not Specified","Yes","https://doi.org/10.6084/m9.figshare.c.4973372","","","Yes","https://doi.org/10.6084/m9.figshare.c.4973372","Yes","Yes","No","https://doi.org/10.6084/m9.figshare.c.4973372","Yes","No","Yes","No","No","Yes","No","","post-policy",2,4
100,233,"R_1wcA7DY32OgARgZ",312,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1845702","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","","","Unclear, specify why","No metadata describing steps.","Yes","Yes","https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Aligning_geographic_entities_from_historical_maps_for_building_knowledge_graphs/13158098?file=25303754",NA,NA,NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,354,"R_1u7UTTHsDKb0Mpj",314,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1881101","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.13108094.v2","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.13108094.v2","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.13108094.v2","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.13108094.v2",NA,"Unclear",NA,NA,"Unclear","Yes","Yes","","post-policy",2,1
100,275,"R_1nOvP03Wc8acTDG",317,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1829627","Yes","Yes","Yes","","Yes","Figshare","https://planet.openstreetmap.org/","","","Unclear, specify why","The data shared points us to the website, openstreet map. No specification of the exact data. ","Yes","Yes","Figures_for_the_article_Benford_s_law_and_geographical_information_the_example_of_OpenStreetMap","Yes","Yes","Yes","Yes","No","No","No","Yes","No","CC BY 4.0","Yes","https://planet.openstreetmap.org/","","","No",NA,"Yes","Yes",NA,"https://planet.openstreetmap.org/",NA,NA,NA,NA,"No","Yes","No","","post-policy",2,1
100,179,"R_14IsWOYkkJBZko9",319,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1831515","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","","","Unclear, specify why","No metadata for instruction. ","Yes","Yes","https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","MIT","Yes","https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/wuhan-newyork-study-code-and-data_zip/12444266?file=24072863",NA,NA,NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,193,"R_1R95kemSNi4aVwY",320,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1832228","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Quality_assessment_for_VGI_linear_features_rar/11815533/1?file=21623586",NA,NA,NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,252,"R_1dyk5oaETdJxDwp",321,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1893737","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Vehicular_crowd-sensing_a_parametric_routing_algorithm_to_increase_spatio-temporal_road_network_coverage/12356492?file=22772591","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/software/Vehicular_crowd-sensing_a_parametric_routing_algorithm_to_increase_spatio-temporal_road_network_coverage/12356492?file=22772591","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/software/Vehicular_crowd-sensing_a_parametric_routing_algorithm_to_increase_spatio-temporal_road_network_coverage/12356492?file=22772591","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/software/Vehicular_crowd-sensing_a_parametric_routing_algorithm_to_increase_spatio-temporal_road_network_coverage/12356492?file=22772591",NA,NA,NA,NA,"Unclear","Yes","No","","post-policy",2,1
100,323,"R_1mnOO8jGcSb15n3",322,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1863410","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Datasets_and_software/11438502","","","Unclear, specify why","No metadata for instructions.","Yes","Yes","https://figshare.com/articles/dataset/Datasets_and_software/11438502","Yes","Yes","Yes","No","","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Datasets_and_software/11438502","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/Datasets_and_software/11438502",NA,NA,NA,NA,NA,"Yes","No","","post-policy",2,1
100,198,"R_1PXGnmptWi2gQM0",323,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1844207","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/journal_contribution/sDEM/11370549?file=20270280","","","Unclear, specify why","No metadata for instructions. ","Yes","Yes","https://figshare.com/articles/journal_contribution/sDEM/11370549?file=20270280","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Not Specified","Yes","https://figshare.com/articles/journal_contribution/sDEM/11370549?file=20270280","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/journal_contribution/sDEM/11370549?file=20270280",NA,NA,NA,NA,"Unclear","Yes","No","","post-policy",1,1
100,394,"R_1mrpTFMPyXDG6Xy",326,"https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1829628","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/A_hybrid_data_model_for_dynamic_GIS_application_to_marine_geomorphological_dynamics/12121386?file=22290708","","","Unclear, specify why","No metadata for instructions. ","Yes","Yes","https://figshare.com/articles/dataset/A_hybrid_data_model_for_dynamic_GIS_application_to_marine_geomorphological_dynamics/12121386?file=22290708","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","CC BY 4.0","Yes","https://figshare.com/articles/dataset/A_hybrid_data_model_for_dynamic_GIS_application_to_marine_geomorphological_dynamics/12121386?file=22290708","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/dataset/A_hybrid_data_model_for_dynamic_GIS_application_to_marine_geomorphological_dynamics/12121386?file=22290708",NA,NA,NA,NA,"No","Yes",NA,"","post-policy",1,1
